Taxon	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0220452336947	0.0241061179372	0.00828830292935	0.00613403436583	0.00907148547838	0.0130279870536	0.0209996379373	0.0226432803426	0.000307345558857	0.0229529238552	0.0222583595894	0.0212881817408	2.35343955191e-05	0.0216644836985	0.00306709589111	0.0	0.00425104343793	0.00165969316597	4.96629129782e-05	0.00280944699208	0.000607566224718	0.00237732625088	0.00177017259183	0.000830039525692	0.000421038994688	0.00883603190524	0.00582368966982	0.16786358851	0.00582113731843	0.0421091808116	0.10489099691	0.0138081202369	0.0133189101481	0.000872837303127	0.003051661679	4.50822751522e-05	0.00130625816411	0.0241987248064	2.71584150349e-05	0.00285396701415	0.0278677127818	0.0	0.00215057750422	0.00216115089349	0.102903163148	0.222712822324	0.00227479526843	0.0165394402036	0.0036315027292	0.0	0.00624802957783	0.00578919847613	0.00026877385368	0.0	0.000103455410718	0.00896219529996	0.00666981178117	0.00106809078772	0.00145188680468	0.0	0.00297332974483	0.000890841418024	0.0103120086071	0.00273653964562	0.000251947343005	0.000402684563758	0.00035360678925	0.00153363292674	0.002192793135	0.000614342095465	0.0	8.70663009882e-05	0.000116584086272	0.00230325702184	0.0	0.0138552665465	0.0	3.21569257979e-05	0.000733562410718	0.0382519462137	0.0532610826901	0.00154476858178	0.00274425773467	0.0481678256114	0.000146959409811	0.00164571804736	0.000606172860294	0.0620653159964	0.0167378244606	0.00380046474255	0.000284981476204	0.00135874423428	0.200495625852	0.130029112345	0.0872745617354	0.0177049981006	0.198456311087	0.0326785668553	0.0040546911834	0.011444752522	0.002158182049	0.00455706690603	0.000239463601533	0.00268025545151	4.42614969238e-05	0.000570803405794	0.00769539078156	4.5293957786e-05	4.15230660632e-05	0.00148154080243	0.00455009750209	0.0744516398579	7.1926922247e-05	0.0	1.64817958565e-05	2.70965993768e-05	6.33372391297e-05	0.0019512195122	0.00153622656002	0.00265111346766	0.0001322926313	0.0	0.0543108795435	4.27825789339e-05	1.66356135214e-05	0.0304126473741	0.157950175556	0.0127901665213	0.0440451665059	0.00964820041692	0.219101123596	0.0	0.0	0.034782287959	1.70975242785e-05	0.000123087527541	0.000143541528358	0.0	2.46755169521e-05	0.000417965552672	0.0468581472456	0.00320966040446	0.000176709666019	0.000437176165803	0.0	0.0	0.000338390389713	0.0679736323945	0.00233605164798	0.00362352503949	0.0549102428722	0.0	0.0	0.0	0.0	3.65470360354e-05	0.000103743049216	0.00186610268897	0.00104928507666	0.00028715690732	0.000319001878567	4.29350392856e-05	5.29820037794e-05	0.00231344752904	0.0	0.0	0.00271559377502	3.49125440771e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0	4.25151991837e-05	0.000264088083533	0.00552444088848	0.000162960816977	2.71983028259e-05	0.0	0.0	0.0	0.0	0.0042687264966	0.0	0.0	0.0	0.0103165952701	0.0	0.00279795949915	0.00330543933054	0.000807022335895	0.00170379365971	0.00361839440499	0.000705768730731	0.00183722458394	0.00446640316206	0.000129550459904	0.00087564280142	4.99887525307e-05	0.012069484133	0.000274581948983	1.32920393976e-05	0.146294765241	0.00504527470193	0.00214094156356	0.00432539374661	0.00439045518979	0.000105191975355	0.00406391428835	0.000363729727417	5.43168300698e-05	0.00156217141827	0.000675340152945	0.00235109717868	5.56183837298e-05	3.22559834849e-05	0.0	0.0016072059343	0.00262476377126	0.00180579496019	0.000534699788348	6.62514906585e-05	0.00320999684732	0.00253977739598	0.00180974394811	7.18132854578e-05	0.000798084596967	0.0003503138228	0.0058076165997	0.0030930129061	0.00274821430886	2.54504733788e-05	0.00164045779025	0.00234303496247	0.00223454440122	0.000136826982281	0.000104978059586	0.0	4.42008486563e-05	0.0	0.00348774971079	7.44657085412e-05	0.00146806948862	0.0	0.0	0.000695614536798	3.5457220863e-05	2.57532835437e-05	0.0	0.000160784628989	0.0	0.0	0.0	5.94141762224e-05	0.0	0.00224626923978	0.000338006642565	0.000390858036247	0.00382225664685	0.0	0.00559186912004	0.000456055769105	0.351019456463	0.000500589981049	0.00488973156372	0.0	4.20397696221e-05	8.14022901178e-05	0.00419480682915	0.0193356723948	0.0038661008958	0.000575187304584	0.000126951885235	3.45232341366e-05	0.0	0.0	0.0	0.0	0.0	0.000181175831144	4.15230660632e-05	0.0	0.00130002785774	0.397158972216	7.1926922247e-05	0.0	0.000214263346134	0.000243869394391	0.00345187953257	0.00682926829268	0.00352330221918	0.0	0.0	0.000153080750096	0.000868378613075	1.42608596446e-05	8.31780676071e-05	0.0	0.0386724627989	0.00730866658361	0.0	0.00190012360027	0.0	0.0	0.0	3.68847168176e-05	0.0	0.0	0.000161484219403	0.0	0.000148053101712	0.0	0.0	0.00166094314637	0.00047122577605	0.00208873056995	1.75312494521e-05	0.0	0.000197394393999	0.000877493365294	0.00229357798165	0.00290346557651	8.79971840901e-05	3.47614495524e-05	6.63804929858e-05	0.0	0.0	0.000109641108106	0.000643206905137	0.00126184086587	0.00169138489969	0.0007178922683	0.000389891184915	0.000214675196428	0.000335552690603	0.00214116952156	0.0	0.0	0.00212373359329	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0521692738601	0.0816929552315	0.374781619469	0.689450222883	0.244948214674	0.0975331139337	0.0492577714177	0.0778827164115	0.712392855923	0.0821284306693	0.101494054274	0.0627073938569	0.593819867737	0.0609756097561	0.450888443892	0.64719994271	0.162930901221	0.176359832636	0.771699589039	0.200540138841	0.168835903113	0.073678540916	0.176266276871	0.186264822134	0.498801658246	0.117352056169	0.41688120173	0.209843585502	0.516021856723	0.136323156062	0.0884426265176	0.379856076901	0.303720731075	0.215144697028	0.16138368247	0.229769329025	0.196070669886	0.01947023835	0.798919095082	0.165875567038	0.765776144602	0.174083412839	0.662822818369	0.701245080963	0.0591540036159	0.0089720946662	0.209071183593	0.0871296068292	0.0622925253425	0.815776688309	0.151414404861	0.198438783895	0.320987654321	0.769780969479	0.775132275132	0.564501532623	0.163394120805	0.171651090343	0.181550666961	0.880191896569	0.179014956361	0.190652266764	0.495489530746	0.614535586418	0.847487875034	0.723758389262	0.730684229137	0.695877024039	0.213978624583	0.371379104922	0.22399573972	0.818836794219	0.63456718158	0.611120557728	0.583058539872	0.431934071594	0.683185211518	0.805080794276	0.760433960079	0.482944090587	0.0697313773373	0.652219119482	0.713018307582	0.272677552934	0.665579167034	0.666310094423	0.238242772231	0.0449047475053	0.783352854498	0.445501335592	0.0205445736936	0.726034254657	0.0549512690018	0.0922192286133	0.0820616303023	0.0161176534433	0.00201350727799	0.541040284785	0.221122112211	0.0552327296325	0.0585882950362	0.820858938065	0.775263409962	0.793057807485	0.748816004957	0.823193645055	0.799358717435	0.810082435003	0.802931528464	0.70837671178	0.661667750023	0.148276582411	0.782259224628	0.797837505219	0.637449936545	0.858149302263	0.218418469139	0.369756097561	0.184697847613	0.126845582837	0.822628654584	0.819230769231	0.0960426746061	0.931904395197	0.00452488687783	0.0180868167203	0.0222705233239	0.00813919687721	0.052676871724	0.583891379342	0.0730337078652	0.241379310345	0.3	0.0174464710547	0.283853098071	0.638171904041	0.36441605512	0.760304979747	0.507600059221	0.642238902144	0.0245475971717	0.189123066909	0.72665959828	0.170352979275	0.585052856717	0.737273983053	0.848401105409	0.5772622207	0.168025823989	0.186959955403	0.719728968673	0.838585209003	0.917887330177	0.830690268862	0.582544344398	0.812696440319	0.654846875259	0.0800113743402	0.200695347125	0.498815477757	0.774075780668	0.561139495943	0.752326792999	0.17220417405	0.803298832648	0.550472854641	0.20043170978	0.309604440876
k__Bacteria;p__Proteobacteria;c__TA18	0.0	0.0	0.0	0.0	0.0	0.000244784725433	0.0	0.0	0.0	0.0	0.0	5.10507955416e-05	0.0	0.0	0.000228131099338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000774825664226	0.0	0.000521705703067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95888370245e-05	0.0	7.4157844973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000422963673928	0.0	0.0	0.0	0.0	0.0	4.96565422494e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000238886355246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027822960363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria	9.52689442296e-05	0.00023383359551	0.0	0.0	0.0	0.0	0.0	0.000175984044113	0.0	5.6627279248e-05	0.000121963614188	3.40338636944e-05	0.0	3.53994831675e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SBR1093;c__EC214	0.0	0.0	6.09434038923e-05	0.0	0.000126747302093	0.0	0.0	0.0	0.0	0.0	2.03272690314e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.01449079395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1716941386e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SBR1093;c__VHS-B5-50	0.0	0.0	8.12578718563e-05	0.0	0.000488882450931	0.0	0.0	0.0	0.0	0.0	0.000182945421283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000495796993667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136729431987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SR1;c__	0.0	0.0	0.0	0.0	0.0	0.000190388119781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000989333745556	0.00216178521618	0.000583539227493	0.000543763933951	0.00213323252234	9.28643066751e-05	0.00219930534136	0.0	0.000340069957248	0.000398019455191	0.000124971881327	0.0	0.0	0.0	0.0	0.0	0.0	0.000601287919932	0.00159473932903	0.0	0.000963200464447	0.0	0.0	0.000811127467179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000289629052022	0.000110419151098	0.000372588919779	0.000859042354523	0.00241896468312	0.000172351885099	0.000251248854601	0.000291928185666	0.00144783719152	0.00253671562083	0.00156855628006	1.27252366894e-05	0.000704884206749	0.00108609433156	0.0	9.12179881873e-05	2.09956119171e-05	0.0	0.0	0.0	0.000517982630316	9.30821356765e-05	0.00034542811497	0.0	0.0	7.72905040887e-05	1.77286104315e-05	0.000103013134175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46959409811e-05	0.000144000329144	0.000740877940359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000848656294201	0.0	0.000253903770471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2963591713e-05	0.000162579596261	0.00237514646737	0.0	0.000751415165228	0.0	0.0	1.9135093762e-05	0.000272918992681	2.85217192892e-05	3.32712270429e-05	0.0	0.0	0.0	0.0	0.000129134613611	0.0	0.0	0.0	3.68847168176e-05	0.0	0.0	0.000251197674627	0.0	0.0	0.0	0.0	0.0	0.000103080638511	0.0011981865285	1.75312494521e-05	0.0	0.000112796796571	4.28045544046e-05	0.00125297315664	0.000232277246121	0.00017599436818	5.21421743287e-05	2.21268309953e-05	1.58901671646e-05	0.0	0.0	0.000165988878745	0.000266586098424	0.00126853867477	9.57189691067e-05	0.0	0.000429350392856	0.0	0.0	0.0	0.0	0.000835567315392	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes	0.0	2.12575995919e-05	0.00314874253443	0.0025526726864	0.000832910842326	2.71983028259e-05	0.0	0.0	0.0	0.000169881837744	0.0	0.0	0.000447153514862	0.0	7.60436997795e-05	0.0	0.0	0.0	0.0	0.00155878994399	4.05044149812e-05	0.00252590914156	0.000241387171613	3.95256916996e-05	0.0	0.0126251771187	0.00107475817941	0.0399872161227	0.00387160548066	0.0194462536387	0.0957747704626	0.00196500172602	0.0	0.0	0.0	0.0	0.000738893506973	0.0216312208481	0.0	0.0	0.000278081239448	0.0	0.0	0.0	0.0058272446098	0.0404980572236	0.0	0.0	0.000646095577587	0.0	0.00286606861368	0.0	0.0	0.0	0.0	0.00294847467523	0.0	0.0	0.0	0.0	0.00367821395158	0.000402709134175	0.000132417445999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27486049064e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0461310850074	0.0	0.0	0.00599656223142	0.0	2.05714755919e-05	0.0	0.00148674528777	0.00649865870707	0.0	0.00831627762377	0.0	0.00374214150284	0.0135254868633	0.0476730987514	0.0524909100776	0.0611602835689	0.010935539222	0.0	0.00895227420211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000232147831739	0.0121161479006	0.0	2.19765729732e-05	0.0	0.0	0.0	0.0	0.0	0.00411942246513	0.0	0.0	0.0220568167721	0.0	0.0	0.0	0.0150309312824	0.000373738632117	0.000938795733695	0.000387403840832	0.0	0.0	0.0	0.0455895099865	0.0	0.000504658862917	0.0	0.0	0.0	0.0	0.01160468182	0.0	0.0	0.0	0.0	0.0	0.000112796796571	0.0	0.00123173632348	0.00123106940444	0.0	0.0	0.0	0.0	0.0	7.30940720708e-05	0.0	0.0	0.0	0.0	0.0	0.000107337598214	0.0	0.0	4.72612127227e-05	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__[Brachyspirae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54583397743e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18415564153e-05	0.0	0.0	5.49163897965e-05	1.32920393976e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000106979331593	0.0	0.0	0.0	0.0	0.0	0.0	1.49416528456e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018754423213	1.78249942069e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000566743491896	0.0	0.0	0.0	0.0	0.0	0.000126119308866	1.3567048353e-05	8.38961365829e-05	0.0	4.71475719e-05	2.94967848505e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014753886727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__[Brevinematae]	3.81075776918e-05	0.0	0.00197050339252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09818070942e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000891097129587	0.00802347609673	0.0	0.0	0.0	0.0	0.126996425804	0.00011279891713	0.00194953183778	0.000345593024338	0.0	0.0	0.0	0.00147412522306	0.0	0.0	0.0	0.000770251187471	0.0	0.000390542854568	0.000556162478896	0.0	5.56183837298e-05	0.0	0.000433307932523	0.0	0.0	0.0884018714602	0.0140804277598	0.0	2.86606861368e-05	0.0031000224098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000343581390614	0.0	0.00181829275734	0.00660432011918	0.0	0.0	0.0	0.0	0.00709751052144	0.0	3.72328542706e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106510969568	0.000142599953655	0.0	0.0	0.0	0.0	0.0	0.0	5.03981453483e-05	0.0	0.0	0.0152594626804	0.0	0.0	0.000198904218578	0.00176567032413	0.000149237531883	0.0	0.0	0.000471475719	0.00030971624093	0.000539545512251	0.0	0.0	0.00125740379207	0.0	0.0	0.0	0.0	0.0	0.0	0.0220076144489	4.17798203468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124398401175	0.0	0.0	0.000372162262747	0.0	0.0	0.0	0.0	0.0	0.0597960727045	0.0	0.0	0.241379310345	0.0	0.000571713110673	0.0	1.23087527541e-05	0.0	0.0	0.0	0.0	0.000838892661687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000106184165817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011552064265	0.00128419964606	0.0	0.0	0.0	0.0	0.000959834613113	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__[Leptospirae]	0.0	0.0	6.09434038923e-05	0.0	0.0	2.71983028259e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000202783199412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000274581948983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000272228775878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3433882772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	0.0	0.0	0.000426603827246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000439331118372	0.00709794903832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000106979331593	0.0	0.0	0.0	0.0	1.85394612433e-05	0.0	0.000313774709758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09162016355e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000837774727723	0.0	0.0	0.0	0.0	0.0	0.0	2.51990726741e-05	0.0	0.0	0.0	0.0	0.0	0.00133808292498	0.00840795392441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.01603206413e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00595218190938	0.0	0.0	3.68956038888e-05	0.0	0.0	0.0	3.68847168176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000639156313666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12368331634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM6;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000149966257592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
